Time,Transporter,Node,TT,In_Network,Quantity,Price,Value
1121160,T1,GeoSSP,b,0,31.46874999997138,4.88079628125033,153.59255797545663
1224960,T1,LeoDepot,s,0,-81.36096023166314,1.4175000000000002,115.32916112838252
1225140,T4,DSG,b,0,25.166666666643778,5.867302500000565,147.66044624987993
1227780,T1,ISS,b,0,72.5,2.4925804444444846,180.71208222222512
1230780,T1,LeoDepot,s,0,-73.25898100726323,1.424138244204763,104.33091658391393
1233600,T1,ISS,b,0,72.5,2.668585551697597,193.4724524980758
1236600,T1,LeoDepot,s,0,-73.25898100726322,1.426948911349514,104.53682319488897
1239420,T1,ISS,b,0,43.08333333331308,2.9237411697531726,125.96451539680663
1243140,T1,LeoDepot,s,0,-43.842314340576294,1.4257872536304954,62.50981295645516
1258200,T1,GeoSSP,b,0,23.79166666664503,4.964197555555823,118.10653350915821
1325400,T1,LeoDepot,s,0,-73.68387689833679,1.4175000000000002,104.44689550339241
1409940,T6,LeoDepot,s,0,-75.03134424095185,1.4175000000000002,106.35693046154927
1425000,T6,GeoSSP,b,0,28.958333333306996,4.907653555555865,142.11746754617602
1473300,T6,LeoDepot,s,0,-78.85054356499876,1.4175000000000002,111.77064550338575
1476120,T6,ISS,b,0,72.5,2.5257809652777974,183.1191199826403
1479120,T6,LeoDepot,s,0,-73.25898100726322,1.4229444403959564,104.24345973335815
1481940,T6,ISS,b,0,72.5,2.719851466049415,197.1892312885826
1489740,T5,DSG,b,0,22.96874999997911,5.904171489198074,135.61143889239492
1496100,T6,LeoDepot,s,0,-73.25898100726323,1.4175000000000002,103.84460557779565
1498920,T6,ISS,b,0,35.20833333332831,2.9581687739197715,104.15219224841043
1502460,T6,LeoDepot,s,0,-35.96731434059154,1.4175000000000002,50.98366807778852
1657500,T4,LeoDepot,s,0,-77.5782192409338,1.4175000000000002,109.96712577402369
1672560,T4,GeoSSP,b,0,42.97916666662758,4.762818347222632,204.7019635481532
1721640,T4,LeoDepot,s,0,-92.87137689831934,1.4175000000000002,131.64517675336768
1724460,T4,ISS,b,0,72.5,2.5437781875000147,184.42391859375107
1727460,T4,LeoDepot,s,0,-73.25898100726323,1.4296314696617858,104.73334468333859
1730280,T4,ISS,b,0,72.5,2.746809123456815,199.14366145061908
1755780,T1,DSG,b,0,23.093749999978996,5.782678335262958,133.54372780485747
1768500,T4,LeoDepot,s,0,-73.25898100726322,1.4175000000000002,103.84460557779562
1922220,T5,LeoDepot,s,0,-75.38030257426914,1.4175000000000002,106.85157889902652
1932840,T6,DSG,b,0,15.369791666652702,6.030142517361572,92.68203421207204
1937280,T5,GeoSSP,b,0,45.958333333291534,4.73366422222265,217.55131821278476
1969980,T5,LeoDepot,s,0,-95.8505435649833,1.4175000000000002,135.86814550336385
1972800,T5,ISS,b,0,72.5,2.4845836141975743,180.13231202932414
1975800,T5,LeoDepot,s,0,-73.25898100726322,1.4310585232646758,104.83788917612902
1978620,T5,ISS,b,0,72.5,2.6558676319445165,192.55040331597743
1981620,T5,LeoDepot,s,0,-73.25898100726323,1.4338901361072716,105.0453302475847
1984440,T5,ISS,b,0,47.166666666642755,2.90630216049393,137.08058523656086
1987440,T5,LeoDepot,s,0,-47.925647673905985,1.4367304098454836,68.8562354246412
2188140,T1,LeoDepot,s,0,-75.50530257426902,1.4175000000000002,107.02876639902635
2198880,T4,DSG,b,0,23.093749999978982,5.837861267361693,134.81810864301139
2203200,T1,GeoSSP,b,0,46.16666666662468,4.731646722222652,218.44435700908042
2220360,T1,LeoDepot,s,0,-96.05887689831644,1.4175000000000002,136.1634580033636
2223180,T1,ISS,b,0,72.5,2.5226008109568117,182.88855879436883
2226180,T1,LeoDepot,s,0,-73.25898100726322,1.4311583990243526,104.84520597251029
2229000,T1,ISS,b,0,72.5,2.7150333827160846,196.83992024691614
2241120,T1,LeoDepot,s,0,-73.25898100726323,1.4175000000000002,103.84460557779565
2243940,T1,ISS,b,0,35.20833333332672,2.958168773919778,104.15219224840597
2246940,T1,LeoDepot,s,0,-35.96731434058995,1.4202908646505332,51.08404798395402
2363400,T6,LeoDepot,s,0,-67.78134424094274,1.4175000000000002,96.08005546153635
2378460,T6,GeoSSP,b,0,30.42708333330566,4.89189142013921,148.8459878980587
2417820,T5,DSG,b,0,19.005208333316034,5.959450625000509,113.26060068024512
2466660,T6,LeoDepot,s,0,-80.31929356499742,1.4175000000000002,113.85259862838386
2469480,T6,ISS,b,0,72.5,2.5437781875000147,184.42391859375107
2472480,T6,LeoDepot,s,0,-73.25898100726323,1.423642705671347,104.29461393590604
2475300,T6,ISS,b,0,72.5,2.746809123456815,199.14366145061908
2512500,T6,LeoDepot,s,0,-73.25898100726323,1.4175000000000002,103.84460557779565
