Time,state,curr_node,dest_node,remaining_TOF,resources,capacity,Buy_price,Sell_price
0,0,LeoDepot,None,-1,10.0,100,1.5,1.5
60,0,LeoDepot,None,-1,10.0,100,1.5,1.5
120,1,LeoDepot,SolarPanels,2821.0893541466207,10.0,100,1.5,1.5
180,2,None,SolarPanels,2821.0893541466207,98.88618992047775,100,1.5101440310733767,1.5101440310733767
240,2,None,SolarPanels,2761.0893541466207,98.88618992047775,100,1.5101440310733767,1.5101440310733767
300,2,None,SolarPanels,2701.0893541466207,98.88618992047775,100,1.5101440310733767,1.5101440310733767
360,2,None,SolarPanels,2641.0893541466207,98.88618992047775,100,1.5101440310733767,1.5101440310733767
420,2,None,SolarPanels,2581.0893541466207,98.88618992047775,100,1.5101440310733767,1.5101440310733767
480,2,None,SolarPanels,2521.0893541466207,98.88618992047775,100,1.5101440310733767,1.5101440310733767
540,2,None,SolarPanels,2461.0893541466207,98.88618992047775,100,1.5101440310733767,1.5101440310733767
600,2,None,SolarPanels,2401.0893541466207,98.88618992047775,100,1.5101440310733767,1.5101440310733767
660,2,None,SolarPanels,2341.0893541466207,98.88618992047775,100,1.5101440310733767,1.5101440310733767
720,2,None,SolarPanels,2281.0893541466207,98.88618992047775,100,1.5101440310733767,1.5101440310733767
780,2,None,SolarPanels,2221.0893541466207,98.88618992047775,100,1.5101440310733767,1.5101440310733767
840,2,None,SolarPanels,2161.0893541466207,98.88618992047775,100,1.5101440310733767,1.5101440310733767
900,2,None,SolarPanels,2101.0893541466207,98.88618992047775,100,1.5101440310733767,1.5101440310733767
960,2,None,SolarPanels,2041.0893541466207,98.88618992047775,100,1.5101440310733767,1.5101440310733767
1020,2,None,SolarPanels,1981.0893541466207,98.88618992047775,100,1.5101440310733767,1.5101440310733767
1080,2,None,SolarPanels,1921.0893541466207,98.88618992047775,100,1.5101440310733767,1.5101440310733767
1140,2,None,SolarPanels,1861.0893541466207,98.88618992047775,100,1.5101440310733767,1.5101440310733767
1200,2,None,SolarPanels,1801.0893541466207,98.88618992047775,100,1.5101440310733767,1.5101440310733767
1260,2,None,SolarPanels,1741.0893541466207,98.88618992047775,100,1.5101440310733767,1.5101440310733767
1320,2,None,SolarPanels,1681.0893541466207,98.88618992047775,100,1.5101440310733767,1.5101440310733767
1380,2,None,SolarPanels,1621.0893541466207,98.88618992047775,100,1.5101440310733767,1.5101440310733767
1440,2,None,SolarPanels,1561.0893541466207,98.88618992047775,100,1.5101440310733767,1.5101440310733767
1500,2,None,SolarPanels,1501.0893541466207,98.88618992047775,100,1.5101440310733767,1.5101440310733767
