Time,state,curr_node,dest_node,remaining_TOF,resources,capacity,Buy_price,Sell_price
0,0,LeoDepot,None,-1,50.0,100,1.5,1.5
60,1,LeoDepot,LEO1,2744.2231131416033,50.0,100,1.5,1.5
120,2,None,LEO1,2744.2231131416033,99.80919864207046,100,1.4928946486439343,1.4928946486439343
180,2,None,LEO1,2684.2231131416033,99.80919864207046,100,1.4928946486439343,1.4928946486439343
240,2,None,LEO1,2624.2231131416033,99.80919864207046,100,1.4928946486439343,1.4928946486439343
300,2,None,LEO1,2564.2231131416033,99.80919864207046,100,1.4928946486439343,1.4928946486439343
360,2,None,LEO1,2504.2231131416033,99.80919864207046,100,1.4928946486439343,1.4928946486439343
420,2,None,LEO1,2444.2231131416033,99.80919864207046,100,1.4928946486439343,1.4928946486439343
480,2,None,LEO1,2384.2231131416033,99.80919864207046,100,1.4928946486439343,1.4928946486439343
540,2,None,LEO1,2324.2231131416033,99.80919864207046,100,1.4928946486439343,1.4928946486439343
600,2,None,LEO1,2264.2231131416033,99.80919864207046,100,1.4928946486439343,1.4928946486439343
660,2,None,LEO1,2204.2231131416033,99.80919864207046,100,1.4928946486439343,1.4928946486439343
720,2,None,LEO1,2144.2231131416033,99.80919864207046,100,1.4928946486439343,1.4928946486439343
780,2,None,LEO1,2084.2231131416033,99.80919864207046,100,1.4928946486439343,1.4928946486439343
840,2,None,LEO1,2024.2231131416033,99.80919864207046,100,1.4928946486439343,1.4928946486439343
900,2,None,LEO1,1964.2231131416033,99.80919864207046,100,1.4928946486439343,1.4928946486439343
960,2,None,LEO1,1904.2231131416033,99.80919864207046,100,1.4928946486439343,1.4928946486439343
1020,2,None,LEO1,1844.2231131416033,99.80919864207046,100,1.4928946486439343,1.4928946486439343
1080,2,None,LEO1,1784.2231131416033,99.80919864207046,100,1.4928946486439343,1.4928946486439343
1140,2,None,LEO1,1724.2231131416033,99.80919864207046,100,1.4928946486439343,1.4928946486439343
1200,2,None,LEO1,1664.2231131416033,99.80919864207046,100,1.4928946486439343,1.4928946486439343
1260,2,None,LEO1,1604.2231131416033,99.80919864207046,100,1.4928946486439343,1.4928946486439343
1320,2,None,LEO1,1544.2231131416033,99.80919864207046,100,1.4928946486439343,1.4928946486439343
1380,2,None,LEO1,1484.2231131416033,99.80919864207046,100,1.4928946486439343,1.4928946486439343
1440,2,None,LEO1,1424.2231131416033,99.80919864207046,100,1.4928946486439343,1.4928946486439343
1500,2,None,LEO1,1364.2231131416033,99.80919864207046,100,1.4928946486439343,1.4928946486439343
1560,2,None,LEO1,1304.2231131416033,99.80919864207046,100,1.4928946486439343,1.4928946486439343
1620,2,None,LEO1,1244.2231131416033,99.80919864207046,100,1.4928946486439343,1.4928946486439343
1680,2,None,LEO1,1184.2231131416033,99.80919864207046,100,1.4928946486439343,1.4928946486439343
1740,2,None,LEO1,1124.2231131416033,99.80919864207046,100,1.4928946486439343,1.4928946486439343
1800,2,None,LEO1,1064.2231131416033,99.80919864207046,100,1.4928946486439343,1.4928946486439343
1860,2,None,LEO1,1004.2231131416033,99.80919864207046,100,1.4928946486439343,1.4928946486439343
1920,2,None,LEO1,944.2231131416033,99.80919864207046,100,1.4928946486439343,1.4928946486439343
1980,2,None,LEO1,884.2231131416033,99.80919864207046,100,1.4928946486439343,1.4928946486439343
2040,2,None,LEO1,824.2231131416033,99.80919864207046,100,1.4928946486439343,1.4928946486439343
2100,2,None,LEO1,764.2231131416033,99.80919864207046,100,1.4928946486439343,1.4928946486439343
2160,2,None,LEO1,704.2231131416033,99.80919864207046,100,1.4928946486439343,1.4928946486439343
2220,2,None,LEO1,644.2231131416033,99.80919864207046,100,1.4928946486439343,1.4928946486439343
2280,2,None,LEO1,584.2231131416033,99.80919864207046,100,1.4928946486439343,1.4928946486439343
2340,2,None,LEO1,524.2231131416033,99.80919864207046,100,1.4928946486439343,1.4928946486439343
2400,2,None,LEO1,464.22311314160333,99.80919864207046,100,1.4928946486439343,1.4928946486439343
2460,2,None,LEO1,404.22311314160333,99.80919864207046,100,1.4928946486439343,1.4928946486439343
2520,2,None,LEO1,344.22311314160333,99.80919864207046,100,1.4928946486439343,1.4928946486439343
2580,2,None,LEO1,284.22311314160333,99.80919864207046,100,1.4928946486439343,1.4928946486439343
2640,2,None,LEO1,224.22311314160333,99.80919864207046,100,1.4928946486439343,1.4928946486439343
2700,2,None,LEO1,164.22311314160333,99.80919864207046,100,1.4928946486439343,1.4928946486439343
2760,2,None,LEO1,104.22311314160333,99.80919864207046,100,1.4928946486439343,1.4928946486439343
2820,2,None,LEO1,44.223113141603335,99.80919864207046,100,1.4928946486439343,1.4928946486439343
2880,2,None,LEO1,-15.776886858396665,99.80919864207046,100,1.4928946486439343,1.4928946486439343
2940,4,LEO1,None,-15.776886858396665,24.809198642070456,100,1.4928946486439343,1.4928946486439343
3000,3,None,LeoDepot,2744.2231131416033,24.61839728414091,100,1.4928946486439343,1.4928946486439343
3060,3,None,LeoDepot,2684.2231131416033,24.61839728414091,100,1.4928946486439343,1.4928946486439343
3120,3,None,LeoDepot,2624.2231131416033,24.61839728414091,100,1.4928946486439343,1.4928946486439343
3180,3,None,LeoDepot,2564.2231131416033,24.61839728414091,100,1.4928946486439343,1.4928946486439343
3240,3,None,LeoDepot,2504.2231131416033,24.61839728414091,100,1.4928946486439343,1.4928946486439343
3300,3,None,LeoDepot,2444.2231131416033,24.61839728414091,100,1.4928946486439343,1.4928946486439343
3360,3,None,LeoDepot,2384.2231131416033,24.61839728414091,100,1.4928946486439343,1.4928946486439343
3420,3,None,LeoDepot,2324.2231131416033,24.61839728414091,100,1.4928946486439343,1.4928946486439343
3480,3,None,LeoDepot,2264.2231131416033,24.61839728414091,100,1.4928946486439343,1.4928946486439343
3540,3,None,LeoDepot,2204.2231131416033,24.61839728414091,100,1.4928946486439343,1.4928946486439343
3600,3,None,LeoDepot,2144.2231131416033,24.61839728414091,100,1.4928946486439343,1.4928946486439343
3660,3,None,LeoDepot,2084.2231131416033,24.61839728414091,100,1.4928946486439343,1.4928946486439343
3720,3,None,LeoDepot,2024.2231131416033,24.61839728414091,100,1.4928946486439343,1.4928946486439343
3780,3,None,LeoDepot,1964.2231131416033,24.61839728414091,100,1.4928946486439343,1.4928946486439343
3840,3,None,LeoDepot,1904.2231131416033,24.61839728414091,100,1.4928946486439343,1.4928946486439343
3900,3,None,LeoDepot,1844.2231131416033,24.61839728414091,100,1.4928946486439343,1.4928946486439343
3960,3,None,LeoDepot,1784.2231131416033,24.61839728414091,100,1.4928946486439343,1.4928946486439343
4020,3,None,LeoDepot,1724.2231131416033,24.61839728414091,100,1.4928946486439343,1.4928946486439343
4080,3,None,LeoDepot,1664.2231131416033,24.61839728414091,100,1.4928946486439343,1.4928946486439343
4140,3,None,LeoDepot,1604.2231131416033,24.61839728414091,100,1.4928946486439343,1.4928946486439343
4200,3,None,LeoDepot,1544.2231131416033,24.61839728414091,100,1.4928946486439343,1.4928946486439343
4260,3,None,LeoDepot,1484.2231131416033,24.61839728414091,100,1.4928946486439343,1.4928946486439343
4320,3,None,LeoDepot,1424.2231131416033,24.61839728414091,100,1.4928946486439343,1.4928946486439343
4380,3,None,LeoDepot,1364.2231131416033,24.61839728414091,100,1.4928946486439343,1.4928946486439343
4440,3,None,LeoDepot,1304.2231131416033,24.61839728414091,100,1.4928946486439343,1.4928946486439343
4500,3,None,LeoDepot,1244.2231131416033,24.61839728414091,100,1.4928946486439343,1.4928946486439343
4560,3,None,LeoDepot,1184.2231131416033,24.61839728414091,100,1.4928946486439343,1.4928946486439343
4620,3,None,LeoDepot,1124.2231131416033,24.61839728414091,100,1.4928946486439343,1.4928946486439343
4680,3,None,LeoDepot,1064.2231131416033,24.61839728414091,100,1.4928946486439343,1.4928946486439343
4740,3,None,LeoDepot,1004.2231131416033,24.61839728414091,100,1.4928946486439343,1.4928946486439343
4800,3,None,LeoDepot,944.2231131416033,24.61839728414091,100,1.4928946486439343,1.4928946486439343
4860,3,None,LeoDepot,884.2231131416033,24.61839728414091,100,1.4928946486439343,1.4928946486439343
4920,3,None,LeoDepot,824.2231131416033,24.61839728414091,100,1.4928946486439343,1.4928946486439343
4980,3,None,LeoDepot,764.2231131416033,24.61839728414091,100,1.4928946486439343,1.4928946486439343
5040,3,None,LeoDepot,704.2231131416033,24.61839728414091,100,1.4928946486439343,1.4928946486439343
5100,3,None,LeoDepot,644.2231131416033,24.61839728414091,100,1.4928946486439343,1.4928946486439343
5160,3,None,LeoDepot,584.2231131416033,24.61839728414091,100,1.4928946486439343,1.4928946486439343
5220,3,None,LeoDepot,524.2231131416033,24.61839728414091,100,1.4928946486439343,1.4928946486439343
5280,3,None,LeoDepot,464.22311314160333,24.61839728414091,100,1.4928946486439343,1.4928946486439343
5340,3,None,LeoDepot,404.22311314160333,24.61839728414091,100,1.4928946486439343,1.4928946486439343
5400,3,None,LeoDepot,344.22311314160333,24.61839728414091,100,1.4928946486439343,1.4928946486439343
5460,3,None,LeoDepot,284.22311314160333,24.61839728414091,100,1.4928946486439343,1.4928946486439343
5520,3,None,LeoDepot,224.22311314160333,24.61839728414091,100,1.4928946486439343,1.4928946486439343
5580,3,None,LeoDepot,164.22311314160333,24.61839728414091,100,1.4928946486439343,1.4928946486439343
5640,3,None,LeoDepot,104.22311314160333,24.61839728414091,100,1.4928946486439343,1.4928946486439343
5700,3,None,LeoDepot,44.223113141603335,24.61839728414091,100,1.4928946486439343,1.4928946486439343
5760,3,None,LeoDepot,-15.776886858396665,24.61839728414091,100,1.4928946486439343,1.4928946486439343
5820,0,LeoDepot,None,-15.776886858396665,24.61839728414091,100,1.4928946486439343,1.4928946486439343
5880,1,LeoDepot,SolarPanels,2821.0893541466207,24.61839728414091,100,1.4928946486439343,1.4928946486439343
5940,2,None,SolarPanels,2821.0893541466207,98.88618992047773,100,1.5160407885636156,1.5160407885636156
6000,2,None,SolarPanels,2761.0893541466207,98.88618992047773,100,1.5160407885636156,1.5160407885636156
6060,2,None,SolarPanels,2701.0893541466207,98.88618992047773,100,1.5160407885636156,1.5160407885636156
6120,2,None,SolarPanels,2641.0893541466207,98.88618992047773,100,1.5160407885636156,1.5160407885636156
6180,2,None,SolarPanels,2581.0893541466207,98.88618992047773,100,1.5160407885636156,1.5160407885636156
6240,2,None,SolarPanels,2521.0893541466207,98.88618992047773,100,1.5160407885636156,1.5160407885636156
6300,2,None,SolarPanels,2461.0893541466207,98.88618992047773,100,1.5160407885636156,1.5160407885636156
