Time,state,curr_node,dest_node,remaining_TOF,resources,capacity,buy_prem,sell_prem
4860,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
4920,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
4980,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
5040,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
5100,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
5160,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
5220,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
5280,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
5340,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
5400,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
5460,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
5520,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
5580,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
5640,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
5700,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
5760,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
5820,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
5880,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
5940,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
6000,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
6060,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
6120,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
6180,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
6240,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
6300,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
6360,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
6420,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
6480,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
6540,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
6600,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
6660,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
6720,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
6780,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
6840,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
6900,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
6960,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
7020,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
7080,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
7140,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
7200,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
7260,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
7320,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
7380,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
7440,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
7500,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
7560,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
7620,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
7680,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
7740,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
7800,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
7860,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
7920,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
7980,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
8040,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
8100,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
8160,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
8220,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
8280,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
8340,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
8400,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
8460,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
8520,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
8580,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
8640,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
8700,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
8760,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
8820,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
8880,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
8940,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
9000,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
9060,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
9120,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
9180,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
9240,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
9300,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
9360,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
9420,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
9480,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
9540,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
9600,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
9660,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
9720,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
9780,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
9840,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
9900,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
9960,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
10020,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
10080,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
10140,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
10200,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
10260,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
10320,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
10380,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
10440,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
10500,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
10560,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
10620,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
10680,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
10740,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
10800,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
10860,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
10920,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
10980,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
11040,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
11100,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
11160,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
11220,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
11280,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
11340,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
11400,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
11460,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
11520,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
11580,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
11640,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
11700,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
11760,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
11820,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
11880,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
11940,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
12000,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
12060,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
12120,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
12180,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
12240,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
12300,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
12360,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
12420,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
12480,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
12540,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
12600,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
12660,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
12720,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
12780,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
12840,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
12900,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
12960,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
13020,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
13080,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
13140,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
13200,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
13260,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
13320,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
13380,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
13440,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
13500,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
13560,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
13620,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
13680,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
13740,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
13800,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
13860,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
13920,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
13980,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
14040,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
14100,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
14160,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
14220,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
14280,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
14340,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
14400,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
14460,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
14520,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
14580,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
14640,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
14700,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
14760,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
14820,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
14880,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
14940,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
15000,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
15060,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
15120,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
15180,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
15240,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
15300,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
15360,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
15420,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
15480,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
15540,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
15600,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
15660,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
15720,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
15780,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
15840,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
15900,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
15960,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
16020,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
16080,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
16140,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
16200,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
16260,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
16320,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
16380,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
16440,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
16500,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
16560,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
16620,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
16680,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
16740,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
16800,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
16860,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
16920,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
16980,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
17040,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
17100,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
17160,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
17220,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
17280,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
17340,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
17400,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
17460,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
17520,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
17580,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
17640,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
17700,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
17760,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
17820,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
17880,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
17940,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
18000,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
18060,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
18120,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
18180,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
18240,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
18300,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
18360,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
18420,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
18480,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
18540,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
18600,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
18660,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
18720,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
18780,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
18840,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
18900,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
18960,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
19020,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
19080,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
19140,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
19200,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
19260,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
19320,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
19380,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
19440,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
19500,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
19560,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
19620,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
19680,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
19740,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
19800,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
19860,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
19920,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
19980,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
20040,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
20100,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
20160,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
20220,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
20280,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
20340,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
20400,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
20460,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
20520,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
20580,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
20640,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
20700,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
20760,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
20820,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
20880,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
20940,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
21000,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
21060,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
21120,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
21180,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
21240,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
21300,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
21360,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
21420,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
21480,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
21540,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
21600,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
21660,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
21720,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
21780,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
21840,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
21900,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
21960,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
22020,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
22080,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
22140,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
22200,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
22260,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
22320,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
22380,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
22440,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
22500,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
22560,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
22620,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
22680,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
22740,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
22800,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
22860,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
22920,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
22980,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
23040,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
23100,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
23160,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
23220,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
23280,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
23340,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
23400,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
23460,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
23520,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
23580,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
23640,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
23700,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
23760,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
23820,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
23880,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
23940,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
24000,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
24060,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
24120,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
24180,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
24240,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
24300,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
24360,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
24420,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
24480,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
24540,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
24600,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
24660,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
24720,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
24780,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
24840,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
24900,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
24960,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
25020,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
25080,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
25140,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
25200,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
25260,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
25320,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
25380,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
25440,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
25500,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
25560,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
25620,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
25680,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
25740,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
25800,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
25860,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
25920,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
25980,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
26040,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
26100,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
26160,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
26220,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
26280,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
26340,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
26400,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
26460,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
26520,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
26580,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
26640,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
26700,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
26760,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
26820,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
26880,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
26940,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
27000,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
27060,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
27120,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
27180,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
27240,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
27300,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
27360,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
27420,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
27480,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
27540,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
27600,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
27660,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
27720,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
27780,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
27840,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
27900,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
27960,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
28020,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
28080,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
28140,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
28200,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
28260,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
28320,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
28380,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
28440,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
28500,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
28560,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
28620,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
28680,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
