Time,state,curr_node,dest_node,remaining_TOF,resources,capacity,buy_prem,sell_prem
3720,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
3780,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
3840,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
3900,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
3960,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
4020,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
4080,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
4140,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
4200,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
4260,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
4320,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
4380,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
4440,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
4500,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
4560,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
4620,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
4680,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
4740,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
4800,4,ISS,None,-0.46031481729687584,38.40993091121878,100,1,1
