Time,x,y,resources,capacity,ports_filled,buy_prem,sell_prem
2220,34201.23544998187,7434.749088299263,149.20833333333297,300.0,0,1,1
2280,34157.65187948272,7632.484418007923,149.18749999999963,300.0,0,1,1
2340,34112.92510707699,7829.964300686161,149.1666666666663,300.0,0,1,1
2400,34067.05662969812,8027.182126998561,149.14583333333294,300.0,0,1,1
2460,34020.04798249058,8224.131296380314,149.1249999999996,300.0,0,1,1
2520,33971.900738758515,8420.805217258125,149.10416666666626,300.0,0,1,1
2580,33922.61650991309,8617.197307270824,149.08333333333292,300.0,0,1,1
2640,33872.19694541848,8813.30099348967,149.06249999999957,300.0,0,1,1
2700,33820.643732736804,9009.10971263834,149.04166666666623,300.0,0,1,1
2760,33767.95859727149,9204.616911312574,149.0208333333329,300.0,0,1,1
2820,33714.14330230968,9399.816046199536,148.99999999999955,300.0,0,1,1
2880,33659.199648963106,9594.700584296783,148.9791666666662,300.0,0,1,1
2940,33603.12947610785,9789.264003130918,148.95833333333286,300.0,0,1,1
3000,33545.93466032281,9983.499790975902,148.93749999999952,300.0,0,1,1
3060,33487.61711582688,10177.401447070968,148.91666666666617,300.0,0,1,1
3120,33428.17879441486,10370.962481838214,148.89583333333283,300.0,0,1,1
3180,33367.62168539221,10564.176417099785,148.8749999999995,300.0,0,1,1
3240,33305.94781550836,10757.036786294691,148.85416666666615,300.0,0,1,1
3300,33243.15924888899,10949.537134695232,148.8333333333328,300.0,0,1,1
3360,33179.25808696686,11141.671019623025,148.81249999999946,300.0,0,1,1
3420,33114.24646841153,11333.432010664637,148.79166666666612,300.0,0,1,1
3480,33048.12656905776,11524.813689886796,148.77083333333277,300.0,0,1,1
3540,32980.90060183268,11715.80965205118,148.74999999999943,300.0,0,1,1
3600,32912.57081668178,11906.41350482881,148.7291666666661,300.0,0,1,1
3660,32843.139500493526,12096.618869013979,148.70833333333275,300.0,0,1,1
3720,32772.60897702289,12286.419378737746,148.6874999999994,300.0,0,1,1
3780,32700.98160681352,12475.808681681005,148.66666666666606,300.0,0,1,1
3840,32628.259787118808,12664.780439287098,148.64583333333272,300.0,0,1,1
3900,32554.44595182159,12853.328326973913,148.62499999999937,300.0,0,1,1
3960,32479.542571352737,13041.446034345612,148.60416666666603,300.0,0,1,1
4020,32403.55215260842,13229.127265403782,148.5833333333327,300.0,0,1,1
4080,32326.47723886627,13416.365738758175,148.56249999999935,300.0,0,1,1
4140,32248.320409700224,13603.155187836956,148.541666666666,300.0,0,1,1
4200,32169.084280894178,13789.48936109639,148.52083333333266,300.0,0,1,1
4260,32088.771504354474,13975.362022230107,148.49999999999932,300.0,0,1,1
4320,32007.384768021133,14160.766950377802,148.47916666666598,300.0,0,1,1
4380,31924.926795777876,14345.697940333446,148.45833333333263,300.0,0,1,1
4440,31841.400347360974,14530.148802752969,148.4374999999993,300.0,0,1,1
4500,31756.808218266913,14714.113364361385,148.41666666666595,300.0,0,1,1
4560,31671.153239658768,14897.585468159445,148.3958333333326,300.0,0,1,1
4620,31584.438278271507,15080.55897362963,148.37499999999926,300.0,0,1,1
4680,31496.666236316007,15263.027756941754,148.35416666666592,300.0,0,1,1
4740,31407.840051381965,15444.985711157859,148.33333333333258,300.0,0,1,1
4800,31317.962696339528,15626.426746436598,148.31249999999923,300.0,0,1,1
4860,31227.037179239836,15807.3447902371,148.2916666666659,300.0,0,1,1
4920,31135.06654321435,15987.733787522166,148.27083333333255,300.0,0,1,1
4980,31042.053866372957,16167.587700960941,148.2499999999992,300.0,0,1,1
5040,30948.00226170099,16346.900511130973,148.22916666666586,300.0,0,1,1
5100,30852.91487695504,16525.666216719663,148.20833333333252,300.0,0,1,1
5160,30756.79489455761,16703.878834725132,148.18749999999918,300.0,0,1,1
5220,30659.645531490572,16881.53240065645,148.16666666666583,300.0,0,1,1
5280,30561.470039187527,17058.620968733274,148.1458333333325,300.0,0,1,1
5340,30462.271703424976,17235.138612084826,148.12499999999915,300.0,0,1,1
5400,30362.05384421236,17411.07942294827,148.1041666666658,300.0,0,1,1
5460,30260.819815680938,17586.437512866418,148.08333333333246,300.0,0,1,1
5520,30158.573005971513,17761.207012884843,148.06249999999912,300.0,0,1,1
5580,30055.316837121067,17935.38207374826,148.04166666666578,300.0,0,1,1
5640,29951.05476494821,18108.956866096305,148.02083333333243,300.0,0,1,1
5700,29845.790278937533,18281.925580658655,147.9999999999991,300.0,0,1,1
5760,29739.526902122798,18454.282428449445,147.97916666666575,300.0,0,1,1
5820,29632.26819096906,18626.021640960986,147.9583333333324,300.0,0,1,1
5880,29524.0177352536,18797.13747035686,147.93749999999906,300.0,0,1,1
5940,29414.77915794583,18967.62418966432,147.91666666666572,300.0,0,1,1
6000,29304.55611508598,19137.476092965877,147.89583333333238,300.0,0,1,1
6060,29193.352295662782,19306.687495590333,147.87499999999903,300.0,0,1,1
6120,29081.17142148998,19475.25273430304,147.8541666666657,300.0,0,1,1
6180,28968.017247081778,19643.1661674954,147.83333333333235,300.0,0,1,1
6240,28853.893559527194,19810.422175373715,147.812499999999,300.0,0,1,1
6300,28738.80417836328,19977.01516014724,147.79166666666566,300.0,0,1,1
6360,28622.75295544732,20142.939546215566,147.77083333333232,300.0,0,1,1
6420,28505.743774827883,20308.18978035523,147.74999999999898,300.0,0,1,1
6480,28387.780552614862,20472.760331905527,147.72916666666563,300.0,0,1,1
6540,28268.867236848408,20636.64569295364,147.7083333333323,300.0,0,1,1
6600,28149.007807366743,20799.840378519002,147.68749999999895,300.0,0,1,1
6660,28028.206275673037,20962.33892673682,147.6666666666656,300.0,0,1,1
6720,27906.466684801107,21124.135899040928,147.64583333333226,300.0,0,1,1
6780,27783.79310918006,21285.22588034578,147.62499999999892,300.0,0,1,1
6840,27660.18965449806,21445.60347922767,147.60416666666558,300.0,0,1,1
6900,27535.660457564773,21605.263328105193,147.58333333333223,300.0,0,1,1
6960,27410.20968617299,21764.20008341891,147.5624999999989,300.0,0,1,1
7020,27283.841538959132,21922.408425810147,147.54166666666555,300.0,0,1,1
7080,27156.560245262706,22079.883060299035,147.5208333333322,300.0,0,1,1
7140,27028.370064984792,22236.61871646176,147.49999999999886,300.0,0,1,1
7200,26899.275288445417,22392.610148606906,147.47916666666552,300.0,0,1,1
7260,26769.28023624002,22547.85213595106,147.45833333333218,300.0,0,1,1
7320,26638.38925909482,22702.339482793515,147.43749999999883,300.0,0,1,1
7380,26506.606737721202,22856.067018690166,147.4166666666655,300.0,0,1,1
7440,26373.937082669112,23009.029598626585,147.39583333333215,300.0,0,1,1
7500,26240.38473417945,23161.222103190183,147.3749999999988,300.0,0,1,1
7560,26105.954162035436,23312.63943874155,147.35416666666546,300.0,0,1,1
7620,25970.649865413034,23463.276537584974,147.33333333333212,300.0,0,1,1
7680,25834.476372730373,23613.128358137972,147.31249999999878,300.0,0,1,1
7740,25697.438241496166,23762.189885100113,147.29166666666544,300.0,0,1,1
7800,25559.54005815722,23910.456129620776,147.2708333333321,300.0,0,1,1
7860,25420.786437944887,24057.922129466224,147.24999999999875,300.0,0,1,1
7920,25281.182024720627,24204.582949185595,147.2291666666654,300.0,0,1,1
7980,25140.73149082059,24350.43368027611,147.20833333333206,300.0,0,1,1
8040,24999.43953689921,24495.46944134739,147.18749999999872,300.0,0,1,1
8100,24857.310891771926,24639.68537828477,147.16666666666538,300.0,0,1,1
8160,24714.350312256858,24783.076664411794,147.14583333333204,300.0,0,1,1
8220,24570.56258301568,24925.638500651756,147.1249999999987,300.0,0,1,1
8280,24425.952516393405,25067.366115688303,147.10416666666535,300.0,0,1,1
8340,24280.524952257387,25208.254766125123,147.083333333332,300.0,0,1,1
8400,24134.28475783529,25348.299736644716,147.06249999999866,300.0,0,1,1
8460,23987.23682755224,25487.496340166188,147.04166666666532,300.0,0,1,1
8520,23839.386082866957,25625.839918002155,147.02083333333198,300.0,0,1,1
8580,23690.73747210711,25763.325840014593,146.99999999999864,300.0,0,1,1
8640,23541.295970303625,25899.949504769884,146.9791666666653,300.0,0,1,1
8700,23391.066579024264,26035.70633969275,146.95833333333195,300.0,0,1,1
8760,23240.054326206155,26170.591801219358,146.9374999999986,300.0,0,1,1
8820,23088.26426598757,26304.601374949307,146.91666666666526,300.0,0,1,1
8880,22935.701478538725,26437.73057579678,146.89583333333192,300.0,0,1,1
8940,22782.37106989182,26569.974948140607,146.87499999999858,300.0,0,1,1
9000,22628.278171770053,26701.33006597346,146.85416666666524,300.0,0,1,1
9060,22473.427941415972,26831.791533049887,146.8333333333319,300.0,0,1,1
9120,22317.825561418787,26961.354983033503,146.81249999999855,300.0,0,1,1
9180,22161.476239540978,27090.016079643137,146.7916666666652,300.0,0,1,1
9240,22004.38520854396,27217.770516797937,146.77083333333186,300.0,0,1,1
9300,21846.557726012965,27344.614018761476,146.74999999999852,300.0,0,1,1
9360,21687.999074181087,27470.54234028487,146.72916666666518,300.0,0,1,1
9420,21528.71455975246,27595.551266748884,146.70833333333184,300.0,0,1,1
9480,21368.709513724716,27719.636614304924,146.6874999999985,300.0,0,1,1
9540,21207.9892912105,27842.794230015137,146.66666666666515,300.0,0,1,1
9600,21046.55927125826,27965.019991991354,146.6458333333318,300.0,0,1,1
9660,20884.42485667226,28086.309809533064,146.62499999999847,300.0,0,1,1
9720,20721.5914738317,28206.659623264302,146.60416666666512,300.0,0,1,1
9780,20558.06457250913,28326.065405269554,146.58333333333178,300.0,0,1,1
9840,20393.849625688064,28444.52315922849,146.56249999999844,300.0,0,1,1
9900,20228.952129379784,28562.028920549823,146.5416666666651,300.0,0,1,1
9960,20063.377602439414,28678.578756503885,146.52083333333175,300.0,0,1,1
10020,19897.131586381216,28794.168766354316,146.4999999999984,300.0,0,1,1
10080,19730.21964519311,28908.7950814886,146.47916666666507,300.0,0,1,1
10140,19562.647365150475,29022.453865547533,146.45833333333172,300.0,0,1,1
10200,19394.42035462915,29135.14131455364,146.43749999999838,300.0,0,1,1
10260,19225.544243917775,29246.853657038457,146.41666666666504,300.0,0,1,1
10320,19056.02468502933,29357.5871541688,146.3958333333317,300.0,0,1,1
10380,18885.86735151198,29467.338099871824,146.37499999999835,300.0,0,1,1
10440,18715.07793825917,29576.102820959168,146.354166666665,300.0,0,1,1
10500,18543.662161319062,29683.877677249777,146.33333333333167,300.0,0,1,1
10560,18371.62575770318,29790.65906169182,146.31249999999832,300.0,0,1,1
10620,18198.97448519446,29896.443400483357,146.29166666666498,300.0,0,1,1
10680,18025.714122154484,30001.22715319199,146.27083333333164,300.0,0,1,1
10740,17851.85046733015,30105.006812873304,146.2499999999983,300.0,0,1,1
10800,17677.38933965954,30207.7789061883,146.22916666666495,300.0,0,1,1
10860,17502.336578077226,30309.539993519593,146.2083333333316,300.0,0,1,1
10920,17326.698041318778,30410.286669086563,146.18749999999827,300.0,0,1,1
10980,17150.479607724745,30510.01556105931,146.16666666666492,300.0,0,1,1
11040,16973.68717504391,30608.72333167154,146.14583333333158,300.0,0,1,1
11100,16796.326660235853,30706.406677332245,146.12499999999824,300.0,0,1,1
11160,16618.403999272985,30803.06232873627,146.1041666666649,300.0,0,1,1
11220,16439.92514694183,30898.687050973756,146.08333333333155,300.0,0,1,1
11280,16260.896076643738,30993.277643638405,146.0624999999982,300.0,0,1,1
11340,16081.322780195005,31086.830940934546,146.04166666666487,300.0,0,1,1
11400,15901.211267626268,31179.343811783136,146.02083333333152,300.0,0,1,1
11460,15720.56756698143,31270.813159926554,145.99999999999818,300.0,0,1,1
11520,15539.397724115845,31361.235924032193,145.97916666666484,300.0,0,1,1
11580,15357.70780249402,31450.60907779495,145.9583333333315,300.0,0,1,1
11640,15175.503882986668,31538.929630038496,145.93749999999815,300.0,0,1,1
11700,14992.792063667195,31626.194624815384,145.9166666666648,300.0,0,1,1
11760,14809.57845960758,31712.401141506005,145.89583333333147,300.0,0,1,1
11820,14625.86920267373,31797.546294916283,145.87499999999812,300.0,0,1,1
11880,14441.670441320286,31881.627235374293,145.85416666666478,300.0,0,1,1
11940,14256.988340384807,31964.64114882561,145.83333333333144,300.0,0,1,1
12000,14071.82908088145,32046.5852569275,145.8124999999981,300.0,0,1,1
12060,13886.198859794113,32127.45681714188,145.79166666666475,300.0,0,1,1
12120,13700.103889869004,32207.253122827165,145.7708333333314,300.0,0,1,1
12180,13513.55039940675,32285.971503328772,145.74999999999807,300.0,0,1,1
12240,13326.544632053925,32363.60932406858,145.72916666666472,300.0,0,1,1
12300,13139.09284659407,32440.163986633055,145.70833333333138,300.0,0,1,1
12360,12951.201316738277,32515.632928860246,145.68749999999804,300.0,0,1,1
12420,12762.876330915127,32590.013624925512,145.6666666666647,300.0,0,1,1
12480,12574.124192060288,32663.303585426074,145.64583333333135,300.0,0,1,1
12540,12384.951217405613,32735.500357464327,145.624999999998,300.0,0,1,1
12600,12195.363738267566,32806.60152472993,145.60416666666467,300.0,0,1,1
12660,12005.368099835507,32876.60470758067,145.58333333333132,300.0,0,1,1
12720,11814.970660959154,32945.50756312214,145.56249999999798,300.0,0,1,1
12780,11624.177793935862,33013.3077852861,145.54166666666464,300.0,0,1,1
12840,11432.995884297385,33080.0031049077,145.5208333333313,300.0,0,1,1
12900,11241.431330596035,33145.591289801385,145.49999999999795,300.0,0,1,1
12960,11049.49054419066,33210.07014483566,145.4791666666646,300.0,0,1,1
13020,10857.179949031992,33273.4375120065,145.45833333333127,300.0,0,1,1
13080,10664.505981447674,33335.69127050961,145.43749999999793,300.0,0,1,1
13140,10471.475089926851,33396.82933681138,145.41666666666458,300.0,0,1,1
13200,10278.093734904316,33456.84966471865,145.39583333333124,300.0,0,1,1
13260,10084.368388544352,33515.750245447154,145.3749999999979,300.0,0,1,1
13320,9890.305534524055,33573.529107688795,145.35416666666455,300.0,0,1,1
13380,9695.91166781634,33630.18431767758,145.3333333333312,300.0,0,1,1
13440,9501.193294472656,33685.713979254346,145.31249999999787,300.0,0,1,1
13500,9306.1569314051,33740.11623393027,145.29166666666453,300.0,0,1,1
13560,9110.809106168386,33793.38926094899,145.27083333333118,300.0,0,1,1
13620,8915.156356741438,33845.53127734763,145.24999999999784,300.0,0,1,1
13680,8719.205231308391,33896.54053801639,145.2291666666645,300.0,0,1,1
13740,8522.962288039653,33946.415335756996,145.20833333333115,300.0,0,1,1
13800,8326.434094872247,33995.154001339855,145.1874999999978,300.0,0,1,1
13860,8129.627229290052,34042.75490355987,145.16666666666447,300.0,0,1,1
13920,7932.548278103708,34089.21644929109,145.14583333333113,300.0,0,1,1
13980,7735.203837230073,34134.53708353996,145.12499999999778,300.0,0,1,1
14040,7537.60051147157,34178.71528949745,145.10416666666444,300.0,0,1,1
14100,7339.74491429505,34221.749588589766,145.0833333333311,300.0,0,1,1
14160,7141.643667610484,34263.638540527805,145.06249999999775,300.0,0,1,1
14220,6943.303401549368,34304.38074335546,145.0416666666644,300.0,0,1,1
14280,6744.7307542427625,34343.974833496424,145.02083333333107,300.0,0,1,1
14340,6545.932371599158,34382.41948579992,144.99999999999773,300.0,0,1,1
14400,6346.91490708209,34419.713413585,144.97916666666438,300.0,0,1,1
14460,6147.68502148735,34455.855368683624,144.95833333333104,300.0,0,1,1
14520,5948.249382720144,34490.844141482434,144.9374999999977,300.0,0,1,1
14580,5748.614665571955,34524.67856096324,144.91666666666436,300.0,0,1,1
14640,5548.787551497013,34557.35749474222,144.895833333331,300.0,0,1,1
14700,5348.774728388859,34588.879849107754,144.87499999999767,300.0,0,1,1
14760,5148.582890356334,34619.24456905717,144.85416666666433,300.0,0,1,1
14820,4948.21873749968,34648.45063833188,144.83333333333098,300.0,0,1,1
14880,4747.6889756862065,34676.49707945154,144.81249999999764,300.0,0,1,1
14940,4547.000316325919,34703.38295374668,144.7916666666643,300.0,0,1,1
15000,4346.159476146842,34729.10736139014,144.77083333333096,300.0,0,1,1
15060,4145.173176970256,34753.66944142719,144.7499999999976,300.0,0,1,1
15120,3944.048145485744,34777.068371804344,144.72916666666427,300.0,0,1,1
15180,3742.7911130259727,34799.30336939689,144.70833333333093,300.0,0,1,1
15240,3541.4088153415796,34820.37369003505,144.68749999999758,300.0,0,1,1
15300,3339.9079923755135,34840.27862852893,144.66666666666424,300.0,0,1,1
15360,3138.2953880376517,34859.01751869214,144.6458333333309,300.0,0,1,1
15420,2936.577749978979,34876.58973336402,144.62499999999756,300.0,0,1,1
15480,2734.761829365802,34892.994684430676,144.6041666666642,300.0,0,1,1
15540,2532.854380653776,34908.23182284469,144.58333333333087,300.0,0,1,1
15600,2330.8621613618807,34922.30063864343,144.56249999999753,300.0,0,1,1
15660,2128.7919318462077,34935.200660966155,144.54166666666418,300.0,0,1,1
15720,1926.6504550737238,34946.93145806979,144.52083333333084,300.0,0,1,1
15780,1724.4444963959465,34957.49263734333,144.4999999999975,300.0,0,1,1
15840,1522.1808233224888,34966.883845321034,144.47916666666416,300.0,0,1,1
15900,1319.866205294588,34975.104767694196,144.4583333333308,300.0,0,1,1
15960,1117.5074134584825,34982.15512932171,144.43749999999747,300.0,0,1,1
16020,915.1112204388897,34988.034694239264,144.41666666666413,300.0,0,1,1
16080,712.6844001122478,34992.743265667246,144.39583333333078,300.0,0,1,1
16140,510.2337273800711,34996.2806860173,144.37499999999744,300.0,0,1,1
16200,307.7659779421535,34998.64683689764,144.3541666666641,300.0,0,1,1
16260,105.28792806981858,34999.841639116974,144.33333333333076,300.0,0,1,1
16320,-97.19364562083973,34999.86505268719,144.3124999999974,300.0,0,1,1
16380,-299.6719663958611,34998.717076824694,144.29166666666407,300.0,0,1,1
16440,-502.1402576300463,34996.39774995037,144.27083333333073,300.0,0,1,1
16500,-704.5917430339773,34992.90714968838,144.24999999999739,300.0,0,1,1
16560,-907.0196468806307,34988.24539286354,144.22916666666404,300.0,0,1,1
16620,-1109.4171942322507,34982.41263549737,144.2083333333307,300.0,0,1,1
16680,-1311.7776111670576,34975.40907280292,144.18749999999736,300.0,0,1,1
16740,-1514.094125005975,34967.234939178226,144.166666666664,300.0,0,1,1
16800,-1716.3599645392685,34957.89050819844,144.14583333333067,300.0,0,1,1
16860,-1918.5683602532154,34947.37609260671,144.12499999999733,300.0,0,1,1
16920,-2120.7125445566467,34935.69204430369,144.10416666666399,300.0,0,1,1
16980,-2322.78575200743,34922.83875433575,144.08333333333064,300.0,0,1,1
17040,-2524.7812195389215,34908.816652881935,144.0624999999973,300.0,0,1,1
17100,-2726.6921866862945,34893.626209239526,144.04166666666396,300.0,0,1,1
17160,-2928.51189581286,34877.26793180835,144.02083333333061,300.0,0,1,1
17220,-3130.233592336134,34859.74236807372,143.99999999999727,300.0,0,1,1
17280,-3331.8505249539962,34841.05010458823,143.97916666666393,300.0,0,1,1
17340,-3533.355945870579,34821.19176695198,143.9583333333306,300.0,0,1,1
17400,-3734.7431110221514,34800.16801979175,143.93749999999724,300.0,0,1,1
17460,-3936.005280302813,34777.979566738664,143.9166666666639,300.0,0,1,1
17520,-4137.13571779005,34754.62715040473,143.89583333333056,300.0,0,1,1
17580,-4338.127691970265,34730.111552357914,143.87499999999721,300.0,0,1,1
17640,-4538.9744759639,34704.43359309602,143.85416666666387,300.0,0,1,1
17700,-4739.669347750788,34677.59413201924,143.83333333333053,300.0,0,1,1
17760,-4940.205590394945,34649.59406740134,143.8124999999972,300.0,0,1,1
17820,-5140.576492269493,34620.43433635965,143.79166666666384,300.0,0,1,1
17880,-5340.77534728123,34590.115914823655,143.7708333333305,300.0,0,1,1
17940,-5540.795455095093,34558.639817502386,143.74999999999716,300.0,0,1,1
18000,-5740.630121358378,34526.00709785041,143.72916666666382,300.0,0,1,1
18060,-5940.272657924844,34492.218848032586,143.70833333333047,300.0,0,1,1
18120,-6139.716383078514,34457.276198887535,143.68749999999713,300.0,0,1,1
18180,-6338.954621757299,34421.18031988975,143.6666666666638,300.0,0,1,1
18240,-6537.980705776423,34383.93241911051,143.64583333333044,300.0,0,1,1
18300,-6736.787974051568,34345.53374317741,143.6249999999971,300.0,0,1,1
18360,-6935.369772821875,34305.98557723262,143.60416666666376,300.0,0,1,1
18420,-7133.719455872536,34265.28924488993,143.58333333333042,300.0,0,1,1
18480,-7331.830384757312,34223.44610819041,143.56249999999707,300.0,0,1,1
18540,-7529.695929020685,34180.45756755683,143.54166666666373,300.0,0,1,1
18600,-7727.309466419754,34136.325061746815,143.5208333333304,300.0,0,1,1
18660,-7924.664383145899,34091.05006780464,143.49999999999704,300.0,0,1,1
18720,-8121.754074046088,34044.63410101186,143.4791666666637,300.0,0,1,1
18780,-8318.57194284403,33997.07871483655,143.45833333333036,300.0,0,1,1
18840,-8515.111402360833,33948.38550088131,143.43749999999702,300.0,0,1,1
18900,-8711.365874735535,33898.556088830046,143.41666666666367,300.0,0,1,1
18960,-8907.328791645234,33847.5921463934,143.39583333333033,300.0,0,1,1
19020,-9102.993594524927,33795.49537925287,143.374999999997,300.0,0,1,1
19080,-9298.353734787015,33742.26753100385,143.35416666666364,300.0,0,1,1
19140,-9493.40267404047,33687.91038309716,143.3333333333303,300.0,0,1,1
19200,-9688.133884309638,33632.4257547795,143.31249999999696,300.0,0,1,1
19260,-9882.540848252775,33575.81550303252,143.29166666666362,300.0,0,1,1
19320,-10076.617059380136,33518.0815225107,143.27083333333027,300.0,0,1,1
19380,-10270.356022271719,33459.2257454779,143.24999999999693,300.0,0,1,1
19440,-10463.751252794744,33399.25014174271,143.2291666666636,300.0,0,1,1
19500,-10656.796278320493,33338.15671859256,143.20833333333024,300.0,0,1,1
19560,-10849.484637941165,33275.94752072648,143.1874999999969,300.0,0,1,1
19620,-11041.809882685922,33212.62463018669,143.16666666666356,300.0,0,1,1
19680,-11233.765575736823,33148.19016628893,143.14583333333022,300.0,0,1,1
19740,-11425.34529264424,33082.64628555152,143.12499999999687,300.0,0,1,1
19800,-11616.542621541848,33015.995181623184,143.10416666666353,300.0,0,1,1
19860,-11807.351163361243,32948.23908520963,143.0833333333302,300.0,0,1,1
19920,-11997.764532046089,32879.38026399891,143.06249999999685,300.0,0,1,1
19980,-12187.776354765892,32809.42102258547,143.0416666666635,300.0,0,1,1
20040,-12377.380272129236,32738.3637023931,143.02083333333016,300.0,0,1,1
20100,-12566.569938396648,32666.210681596505,142.99999999999682,300.0,0,1,1
20160,-12755.339021692957,32592.96437504175,142.97916666666347,300.0,0,1,1
20220,-12943.681204219276,32518.627234165415,142.95833333333013,300.0,0,1,1
20280,-13131.59018246436,32443.201746912553,142.9374999999968,300.0,0,1,1
20340,-13319.059667415648,32366.690437653422,142.91666666666345,300.0,0,1,1
20400,-13506.08338476969,32289.095867099037,142.8958333333301,300.0,0,1,1
20460,-13692.655075142182,32210.420632215395,142.87499999999676,300.0,0,1,1
20520,-13878.768494277429,32130.66736613661,142.85416666666342,300.0,0,1,1
20580,-14064.417413257335,32049.838738076793,142.83333333333007,300.0,0,1,1
20640,-14249.595618709933,31967.93745324066,142.81249999999673,300.0,0,1,1
20700,-14434.296913017175,31884.966252733073,142.7916666666634,300.0,0,1,1
20760,-14618.515114522583,31800.927913467225,142.77083333333005,300.0,0,1,1
20820,-14802.244057737935,31715.825248071753,142.7499999999967,300.0,0,1,1
20880,-14985.47759354975,31629.661104796593,142.72916666666336,300.0,0,1,1
20940,-15168.209589425027,31542.438367417613,142.70833333333002,300.0,0,1,1
21000,-15350.433929616507,31454.15995514015,142.68749999999667,300.0,0,1,1
21060,-15532.144515367321,31364.828822501306,142.66666666666333,300.0,0,1,1
21120,-15713.335265115187,31274.447959271023,142.64583333333,300.0,0,1,1
21180,-15894.00011469587,31183.02039035205,142.62499999999665,300.0,0,1,1
21240,-16074.13301754618,31090.549175678698,142.6041666666633,300.0,0,1,1
21300,-16253.727944906352,30997.037410114444,142.58333333332996,300.0,0,1,1
21360,-16432.778886021748,30902.488223348322,142.56249999999662,300.0,0,1,1
21420,-16611.279848344126,30806.904779790195,142.54166666666328,300.0,0,1,1
21480,-16789.224857732137,30710.290278464854,142.52083333332993,300.0,0,1,1
21540,-16966.60795865129,30612.647952904936,142.4999999999966,300.0,0,1,1
21600,-17143.42321437328,30513.981071042683,142.47916666666325,300.0,0,1,1
21660,-17319.664707174623,30414.292935100653,142.4583333333299,300.0,0,1,1
21720,-17495.326538534824,30313.586881481096,142.43749999999656,300.0,0,1,1
21780,-17670.402829333692,30211.866280654358,142.41666666666322,300.0,0,1,1
21840,-17844.887720048155,30109.13453704604,142.39583333332988,300.0,0,1,1
21900,-18018.77537094836,30005.39508892307,142.37499999999653,300.0,0,1,1
21960,-18192.059962293082,29900.65140827866,142.3541666666632,300.0,0,1,1
22020,-18364.735694524566,29794.907000716063,142.33333333332985,300.0,0,1,1
22080,-18536.79678846259,29688.16540533125,142.3124999999965,300.0,0,1,1
22140,-18708.237485497873,29580.430194594464,142.29166666666316,300.0,0,1,1
22200,-18879.052047784866,29471.704974230688,142.27083333332982,300.0,0,1,1
22260,-19049.234758433697,29361.99338309893,142.24999999999648,300.0,0,1,1
22320,-19218.77992170158,29251.299093070455,142.22916666666313,300.0,0,1,1
22380,-19387.68186318343,29139.625808905857,142.2083333333298,300.0,0,1,1
22440,-19555.93493000175,29026.977268131133,142.18749999999645,300.0,0,1,1
22500,-19723.533490995855,28913.35724091253,142.1666666666631,300.0,0,1,1
22560,-19890.47193691028,28798.769529930418,142.14583333332976,300.0,0,1,1
22620,-20056.744680582597,28683.217970251964,142.12499999999642,300.0,0,1,1
22680,-20222.34615713036,28566.70642920283,142.10416666666308,300.0,0,1,1
22740,-20387.27082413735,28449.238806237703,142.08333333332973,300.0,0,1,1
22800,-20551.51316183909,28330.819032809795,142.0624999999964,300.0,0,1,1
22860,-20715.06767330755,28211.451072239295,142.04166666666305,300.0,0,1,1
22920,-20877.928884635152,28091.138919580684,142.0208333333297,300.0,0,1,1
22980,-21040.091345117973,27969.88660148902,141.99999999999636,300.0,0,1,1
23040,-21201.549627438155,27847.698176085225,141.97916666666302,300.0,0,1,1
23100,-21362.298327845576,27724.577732820195,141.95833333332968,300.0,0,1,1
23160,-21522.332066338626,27600.52939233803,141.93749999999633,300.0,0,1,1
23220,-21681.64548684439,27475.557306338007,141.916666666663,300.0,0,1,1
23280,-21840.233257397824,27349.665657435693,141.89583333332965,300.0,0,1,1
23340,-21998.09007032018,27222.858659023008,141.8749999999963,300.0,0,1,1
23400,-22155.21064239676,27095.14055512709,141.85416666666296,300.0,0,1,1
23460,-22311.589715053655,26966.51562026832,141.83333333332962,300.0,0,1,1
23520,-22467.222054533682,26836.988159317334,141.81249999999628,300.0,0,1,1
23580,-22622.102452071736,26706.562507350754,141.79166666666293,300.0,0,1,1
23640,-22776.2257240689,26575.243029506335,141.7708333333296,300.0,0,1,1
23700,-22929.586712266126,26443.034120836663,141.74999999999625,300.0,0,1,1
23760,-23082.18028391668,26309.940206162228,141.7291666666629,300.0,0,1,1
23820,-23234.001331958127,26175.965739923173,141.70833333332956,300.0,0,1,1
23880,-23385.044775183116,26041.115206030332,141.68749999999622,300.0,0,1,1
23940,-23535.305558409495,25905.393117715135,141.66666666666288,300.0,0,1,1
24000,-23684.778652649497,25768.804017378494,141.64583333332953,300.0,0,1,1
24060,-23833.459055278,25631.352476438904,141.6249999999962,300.0,0,1,1
24120,-23981.341790200047,25493.04309517928,141.60416666666285,300.0,0,1,1
24180,-24128.421908017335,25353.88050259314,141.5833333333295,300.0,0,1,1
24240,-24274.694486193857,25213.86935622958,141.56249999999616,300.0,0,1,1
24300,-24420.154629220677,25073.014342037444,141.54166666666282,300.0,0,1,1
24360,-24564.79746877974,24931.3201742085,141.52083333332948,300.0,0,1,1
24420,-24708.618163906845,24788.79159501963,141.49999999999613,300.0,0,1,1
24480,-24851.611901153665,24645.43337467412,141.4791666666628,300.0,0,1,1
24540,-24993.773894748803,24501.25031114201,141.45833333332945,300.0,0,1,1
