Time,state,curr_node,dest_node,remaining_TOF,resources,capacity,Buy_price,Sell_price
0,0,LeoDepot,None,-1,20.0,100,1.5,1.5
60,0,LeoDepot,None,-1,20.0,100,1.5,1.5
120,0,LeoDepot,None,-1,20.0,100,1.5,1.5
180,0,LeoDepot,None,-1,20.0,100,1.5,1.5
240,0,LeoDepot,None,-1,20.0,100,1.5,1.5
300,0,LeoDepot,None,-1,20.0,100,1.5,1.5
360,0,LeoDepot,None,-1,20.0,100,1.5,1.5
420,0,LeoDepot,None,-1,20.0,100,1.5,1.5
480,0,LeoDepot,None,-1,20.0,100,1.5,1.5
540,0,LeoDepot,None,-1,20.0,100,1.5,1.5
600,0,LeoDepot,None,-1,20.0,100,1.5,1.5
660,0,LeoDepot,None,-1,20.0,100,1.5,1.5
720,0,LeoDepot,None,-1,20.0,100,1.5,1.5
780,0,LeoDepot,None,-1,20.0,100,1.5,1.5
840,0,LeoDepot,None,-1,20.0,100,1.5,1.5
900,0,LeoDepot,None,-1,20.0,100,1.5,1.5
960,0,LeoDepot,None,-1,20.0,100,1.5,1.5
1020,0,LeoDepot,None,-1,20.0,100,1.5,1.5
1080,0,LeoDepot,None,-1,20.0,100,1.5,1.5
1140,0,LeoDepot,None,-1,20.0,100,1.5,1.5
1200,0,LeoDepot,None,-1,20.0,100,1.5,1.5
1260,0,LeoDepot,None,-1,20.0,100,1.5,1.5
1320,0,LeoDepot,None,-1,20.0,100,1.5,1.5
1380,0,LeoDepot,None,-1,20.0,100,1.5,1.5
1440,0,LeoDepot,None,-1,20.0,100,1.5,1.5
1500,0,LeoDepot,None,-1,20.0,100,1.5,1.5
1560,0,LeoDepot,None,-1,20.0,100,1.5,1.5
1620,0,LeoDepot,None,-1,20.0,100,1.5,1.5
1680,0,LeoDepot,None,-1,20.0,100,1.5,1.5
1740,0,LeoDepot,None,-1,20.0,100,1.5,1.5
1800,0,LeoDepot,None,-1,20.0,100,1.5,1.5
1860,0,LeoDepot,None,-1,20.0,100,1.5,1.5
1920,0,LeoDepot,None,-1,20.0,100,1.5,1.5
1980,0,LeoDepot,None,-1,20.0,100,1.5,1.5
2040,0,LeoDepot,None,-1,20.0,100,1.5,1.5
2100,0,LeoDepot,None,-1,20.0,100,1.5,1.5
2160,0,LeoDepot,None,-1,20.0,100,1.5,1.5
2220,0,LeoDepot,None,-1,20.0,100,1.5,1.5
2280,0,LeoDepot,None,-1,20.0,100,1.5,1.5
2340,0,LeoDepot,None,-1,20.0,100,1.5,1.5
2400,0,LeoDepot,None,-1,20.0,100,1.5,1.5
2460,0,LeoDepot,None,-1,20.0,100,1.5,1.5
2520,0,LeoDepot,None,-1,20.0,100,1.5,1.5
2580,0,LeoDepot,None,-1,20.0,100,1.5,1.5
2640,0,LeoDepot,None,-1,20.0,100,1.5,1.5
2700,0,LeoDepot,None,-1,20.0,100,1.5,1.5
2760,0,LeoDepot,None,-1,20.0,100,1.5,1.5
2820,0,LeoDepot,None,-1,20.0,100,1.5,1.5
2880,0,LeoDepot,None,-1,20.0,100,1.5,1.5
2940,0,LeoDepot,None,-1,20.0,100,1.5,1.5
3000,0,LeoDepot,None,-1,20.0,100,1.5,1.5
3060,0,LeoDepot,None,-1,20.0,100,1.5,1.5
3120,0,LeoDepot,None,-1,20.0,100,1.5,1.5
3180,0,LeoDepot,None,-1,20.0,100,1.5,1.5
3240,0,LeoDepot,None,-1,20.0,100,1.5,1.5
3300,0,LeoDepot,None,-1,20.0,100,1.5,1.5
3360,0,LeoDepot,None,-1,20.0,100,1.5,1.5
3420,0,LeoDepot,None,-1,20.0,100,1.5,1.5
3480,0,LeoDepot,None,-1,20.0,100,1.5,1.5
3540,0,LeoDepot,None,-1,20.0,100,1.5,1.5
3600,0,LeoDepot,None,-1,20.0,100,1.5,1.5
3660,0,LeoDepot,None,-1,20.0,100,1.5,1.5
3720,0,LeoDepot,None,-1,20.0,100,1.5,1.5
3780,0,LeoDepot,None,-1,20.0,100,1.5,1.5
3840,0,LeoDepot,None,-1,20.0,100,1.5,1.5
3900,0,LeoDepot,None,-1,20.0,100,1.5,1.5
3960,0,LeoDepot,None,-1,20.0,100,1.5,1.5
4020,0,LeoDepot,None,-1,20.0,100,1.5,1.5
4080,0,LeoDepot,None,-1,20.0,100,1.5,1.5
4140,0,LeoDepot,None,-1,20.0,100,1.5,1.5
4200,0,LeoDepot,None,-1,20.0,100,1.5,1.5
4260,0,LeoDepot,None,-1,20.0,100,1.5,1.5
4320,0,LeoDepot,None,-1,20.0,100,1.5,1.5
4380,0,LeoDepot,None,-1,20.0,100,1.5,1.5
4440,0,LeoDepot,None,-1,20.0,100,1.5,1.5
4500,0,LeoDepot,None,-1,20.0,100,1.5,1.5
4560,0,LeoDepot,None,-1,20.0,100,1.5,1.5
4620,0,LeoDepot,None,-1,20.0,100,1.5,1.5
4680,0,LeoDepot,None,-1,20.0,100,1.5,1.5
4740,0,LeoDepot,None,-1,20.0,100,1.5,1.5
4800,0,LeoDepot,None,-1,20.0,100,1.5,1.5
4860,0,LeoDepot,None,-1,20.0,100,1.5,1.5
4920,0,LeoDepot,None,-1,20.0,100,1.5,1.5
4980,0,LeoDepot,None,-1,20.0,100,1.5,1.5
5040,0,LeoDepot,None,-1,20.0,100,1.5,1.5
5100,0,LeoDepot,None,-1,20.0,100,1.5,1.5
5160,0,LeoDepot,None,-1,20.0,100,1.5,1.5
5220,0,LeoDepot,None,-1,20.0,100,1.5,1.5
5280,0,LeoDepot,None,-1,20.0,100,1.5,1.5
5340,0,LeoDepot,None,-1,20.0,100,1.5,1.5
5400,0,LeoDepot,None,-1,20.0,100,1.5,1.5
5460,0,LeoDepot,None,-1,20.0,100,1.5,1.5
5520,0,LeoDepot,None,-1,20.0,100,1.5,1.5
5580,0,LeoDepot,None,-1,20.0,100,1.5,1.5
5640,0,LeoDepot,None,-1,20.0,100,1.5,1.5
5700,0,LeoDepot,None,-1,20.0,100,1.5,1.5
5760,0,LeoDepot,None,-1,20.0,100,1.5,1.5
5820,0,LeoDepot,None,-1,20.0,100,1.5,1.5
5880,0,LeoDepot,None,-1,20.0,100,1.5,1.5
5940,0,LeoDepot,None,-1,20.0,100,1.5,1.5
6000,0,LeoDepot,None,-1,20.0,100,1.5,1.5
6060,0,LeoDepot,None,-1,20.0,100,1.5,1.5
6120,0,LeoDepot,None,-1,20.0,100,1.5,1.5
6180,0,LeoDepot,None,-1,20.0,100,1.5,1.5
6240,0,LeoDepot,None,-1,20.0,100,1.5,1.5
6300,0,LeoDepot,None,-1,20.0,100,1.5,1.5
6360,0,LeoDepot,None,-1,20.0,100,1.5,1.5
6420,0,LeoDepot,None,-1,20.0,100,1.5,1.5
6480,0,LeoDepot,None,-1,20.0,100,1.5,1.5
6540,0,LeoDepot,None,-1,20.0,100,1.5,1.5
6600,0,LeoDepot,None,-1,20.0,100,1.5,1.5
6660,0,LeoDepot,None,-1,20.0,100,1.5,1.5
6720,0,LeoDepot,None,-1,20.0,100,1.5,1.5
6780,0,LeoDepot,None,-1,20.0,100,1.5,1.5
6840,0,LeoDepot,None,-1,20.0,100,1.5,1.5
6900,0,LeoDepot,None,-1,20.0,100,1.5,1.5
6960,0,LeoDepot,None,-1,20.0,100,1.5,1.5
7020,0,LeoDepot,None,-1,20.0,100,1.5,1.5
7080,0,LeoDepot,None,-1,20.0,100,1.5,1.5
7140,0,LeoDepot,None,-1,20.0,100,1.5,1.5
7200,0,LeoDepot,None,-1,20.0,100,1.5,1.5
7260,0,LeoDepot,None,-1,20.0,100,1.5,1.5
7320,0,LeoDepot,None,-1,20.0,100,1.5,1.5
7380,0,LeoDepot,None,-1,20.0,100,1.5,1.5
7440,0,LeoDepot,None,-1,20.0,100,1.5,1.5
7500,0,LeoDepot,None,-1,20.0,100,1.5,1.5
7560,0,LeoDepot,None,-1,20.0,100,1.5,1.5
7620,0,LeoDepot,None,-1,20.0,100,1.5,1.5
7680,0,LeoDepot,None,-1,20.0,100,1.5,1.5
7740,0,LeoDepot,None,-1,20.0,100,1.5,1.5
7800,0,LeoDepot,None,-1,20.0,100,1.5,1.5
7860,0,LeoDepot,None,-1,20.0,100,1.5,1.5
7920,0,LeoDepot,None,-1,20.0,100,1.5,1.5
7980,0,LeoDepot,None,-1,20.0,100,1.5,1.5
8040,0,LeoDepot,None,-1,20.0,100,1.5,1.5
8100,0,LeoDepot,None,-1,20.0,100,1.5,1.5
8160,0,LeoDepot,None,-1,20.0,100,1.5,1.5
8220,0,LeoDepot,None,-1,20.0,100,1.5,1.5
8280,0,LeoDepot,None,-1,20.0,100,1.5,1.5
8340,0,LeoDepot,None,-1,20.0,100,1.5,1.5
8400,0,LeoDepot,None,-1,20.0,100,1.5,1.5
8460,0,LeoDepot,None,-1,20.0,100,1.5,1.5
8520,0,LeoDepot,None,-1,20.0,100,1.5,1.5
8580,0,LeoDepot,None,-1,20.0,100,1.5,1.5
8640,0,LeoDepot,None,-1,20.0,100,1.5,1.5
8700,0,LeoDepot,None,-1,20.0,100,1.5,1.5
8760,0,LeoDepot,None,-1,20.0,100,1.5,1.5
8820,0,LeoDepot,None,-1,20.0,100,1.5,1.5
8880,0,LeoDepot,None,-1,20.0,100,1.5,1.5
8940,0,LeoDepot,None,-1,20.0,100,1.5,1.5
9000,0,LeoDepot,None,-1,20.0,100,1.5,1.5
9060,0,LeoDepot,None,-1,20.0,100,1.5,1.5
9120,0,LeoDepot,None,-1,20.0,100,1.5,1.5
9180,0,LeoDepot,None,-1,20.0,100,1.5,1.5
9240,0,LeoDepot,None,-1,20.0,100,1.5,1.5
9300,0,LeoDepot,None,-1,20.0,100,1.5,1.5
9360,0,LeoDepot,None,-1,20.0,100,1.5,1.5
9420,0,LeoDepot,None,-1,20.0,100,1.5,1.5
9480,0,LeoDepot,None,-1,20.0,100,1.5,1.5
9540,0,LeoDepot,None,-1,20.0,100,1.5,1.5
9600,0,LeoDepot,None,-1,20.0,100,1.5,1.5
9660,0,LeoDepot,None,-1,20.0,100,1.5,1.5
9720,0,LeoDepot,None,-1,20.0,100,1.5,1.5
9780,0,LeoDepot,None,-1,20.0,100,1.5,1.5
9840,0,LeoDepot,None,-1,20.0,100,1.5,1.5
9900,0,LeoDepot,None,-1,20.0,100,1.5,1.5
9960,0,LeoDepot,None,-1,20.0,100,1.5,1.5
10020,0,LeoDepot,None,-1,20.0,100,1.5,1.5
10080,0,LeoDepot,None,-1,20.0,100,1.5,1.5
10140,0,LeoDepot,None,-1,20.0,100,1.5,1.5
10200,0,LeoDepot,None,-1,20.0,100,1.5,1.5
10260,0,LeoDepot,None,-1,20.0,100,1.5,1.5
10320,0,LeoDepot,None,-1,20.0,100,1.5,1.5
10380,0,LeoDepot,None,-1,20.0,100,1.5,1.5
10440,0,LeoDepot,None,-1,20.0,100,1.5,1.5
10500,0,LeoDepot,None,-1,20.0,100,1.5,1.5
10560,0,LeoDepot,None,-1,20.0,100,1.5,1.5
10620,0,LeoDepot,None,-1,20.0,100,1.5,1.5
10680,0,LeoDepot,None,-1,20.0,100,1.5,1.5
10740,0,LeoDepot,None,-1,20.0,100,1.5,1.5
10800,0,LeoDepot,None,-1,20.0,100,1.5,1.5
10860,0,LeoDepot,None,-1,20.0,100,1.5,1.5
10920,0,LeoDepot,None,-1,20.0,100,1.5,1.5
10980,0,LeoDepot,None,-1,20.0,100,1.5,1.5
11040,0,LeoDepot,None,-1,20.0,100,1.5,1.5
11100,0,LeoDepot,None,-1,20.0,100,1.5,1.5
11160,0,LeoDepot,None,-1,20.0,100,1.5,1.5
11220,0,LeoDepot,None,-1,20.0,100,1.5,1.5
11280,0,LeoDepot,None,-1,20.0,100,1.5,1.5
11340,0,LeoDepot,None,-1,20.0,100,1.5,1.5
