Time,x,y,resources,incoming,capacity,ports_filled,Buy_price,Sell_price
1144980,18918.945149270094,23282.472257879082,0.0,0,200.0,0,3.125,3.75
1145040,18748.710499535504,23419.774862380866,0.0,0,200.0,0,3.125,3.75
1145100,18577.47942164224,23555.832788047606,0.0,0,200.0,0,3.125,3.75
1145160,18405.261015920707,23690.638803878403,0.0,0,200.0,0,3.125,3.75
1145220,18232.064435175485,23824.185745406052,0.0,0,200.0,0,3.125,3.75
1145280,18057.898884196184,23956.466515079926,0.0,0,200.0,0,3.125,3.75
1145340,17882.773619271706,24087.474082640536,0.0,0,200.0,0,3.125,3.75
1145400,17706.697947694065,24217.201485496345,0.0,0,200.0,0,3.125,3.75
1145460,17529.68122726722,24345.641829091193,0.0,0,200.0,0,3.125,3.75
1145520,17351.732865808564,24472.788287271607,0.0,0,200.0,0,3.125,3.75
1145580,17172.862320650107,24598.63410264878,0.0,0,200.0,0,3.125,3.75
1145640,16993.079098133534,24723.17258695932,0.0,0,200.0,0,3.125,3.75
1145700,16812.392753104155,24846.397121421254,0.0,0,200.0,0,3.125,3.75
1145760,16630.812888407814,24968.30115708252,0.0,0,200.0,0,3.125,3.75
1145820,16448.349154378186,25088.87821517068,0.0,0,200.0,0,3.125,3.75
1145880,16265.011248322357,25208.12188743832,0.0,0,200.0,0,3.125,3.75
1145940,16080.808914004127,25326.02583650433,0.0,0,200.0,0,3.125,3.75
1146000,15895.75194113347,25442.583796186093,0.0,0,200.0,0,3.125,3.75
1146060,15709.850164837757,25557.78957183791,0.0,0,200.0,0,3.125,3.75
1146120,15523.113465144332,25671.637040676906,0.0,0,200.0,0,3.125,3.75
1146180,15335.551766454193,25784.12015210919,0.0,0,200.0,0,3.125,3.75
1146240,15147.175037012095,25895.232928052937,0.0,0,200.0,0,3.125,3.75
1146300,14957.993288380034,26004.969463254085,0.0,0,200.0,0,3.125,3.75
1146360,14768.016574904786,26113.323925600453,0.0,0,200.0,0,3.125,3.75
1146420,14577.25499318106,26220.29055643315,0.0,0,200.0,0,3.125,3.75
1146480,14385.718681518638,26325.863670850486,0.0,0,200.0,0,3.125,3.75
1146540,14193.417819398557,26430.037658012883,0.0,0,200.0,0,3.125,3.75
1146600,14000.362626937967,26532.80698143787,0.0,0,200.0,0,3.125,3.75
1146660,13806.563364341906,26634.166179297063,0.0,0,200.0,0,3.125,3.75
1146720,13612.030331362246,26734.109864704184,0.0,0,200.0,0,3.125,3.75
1146780,13416.773866745245,26832.632726004013,0.0,0,200.0,0,3.125,3.75
1146840,13220.804347687945,26929.729527051608,0.0,0,200.0,0,3.125,3.75
1146900,13024.132189281603,27025.39510749322,0.0,0,200.0,0,3.125,3.75
1146960,12826.767843962038,27119.624383038587,0.0,0,200.0,0,3.125,3.75
1147020,12628.721800951478,27212.412345732457,0.0,0,200.0,0,3.125,3.75
1147080,12430.004585700714,27303.75406422089,0.0,0,200.0,0,3.125,3.75
1147140,12230.626759333585,27393.644684011524,0.0,0,200.0,0,3.125,3.75
1147200,12030.598918080463,27482.07942773401,0.0,0,200.0,0,3.125,3.75
1147260,11829.931692720365,27569.053595391513,0.0,0,200.0,0,3.125,3.75
1147320,11628.635748012895,27654.562564611944,0.0,0,200.0,0,3.125,3.75
1147380,11426.72178212794,27738.60179089499,0.0,0,200.0,0,3.125,3.75
1147440,11224.200526086737,27821.16680784963,0.0,0,200.0,0,3.125,3.75
1147500,11021.082743181907,27902.25322743555,0.0,0,200.0,0,3.125,3.75
1147560,10817.379228411603,27981.856740193798,0.0,0,200.0,0,3.125,3.75
1147620,10613.100807902667,28059.97311547706,0.0,0,200.0,0,3.125,3.75
1147680,10408.258338334848,28136.598201674682,0.0,0,200.0,0,3.125,3.75
1147740,10202.862706367776,28211.727926431755,0.0,0,200.0,0,3.125,3.75
1147800,9996.924828057488,28285.35829686744,0.0,0,200.0,0,3.125,3.75
1147860,9790.455648280775,28357.485399785484,0.0,0,200.0,0,3.125,3.75
1147920,9583.46614014807,28428.10540188416,0.0,0,200.0,0,3.125,3.75
1147980,9375.96730442659,28497.214549957745,0.0,0,200.0,0,3.125,3.75
1148040,9167.970168950258,28564.809171097888,0.0,0,200.0,0,3.125,3.75
1148100,8959.48578803772,28630.885672887416,0.0,0,200.0,0,3.125,3.75
1148160,8750.525241901612,28695.44054359233,0.0,0,200.0,0,3.125,3.75
1148220,8541.099636061563,28758.470352347824,0.0,0,200.0,0,3.125,3.75
1148280,8331.220100753006,28819.971749340926,0.0,0,200.0,0,3.125,3.75
1148340,8120.897790337537,28879.941465987955,0.0,0,200.0,0,3.125,3.75
1148400,7910.14388270684,28938.376315109243,0.0,0,200.0,0,3.125,3.75
1148460,7698.969578692769,28995.273191097254,0.0,0,200.0,0,3.125,3.75
1148520,7487.386101466575,29050.62907008323,0.0,0,200.0,0,3.125,3.75
1148580,7275.404695948845,29104.44101009613,0.0,0,200.0,0,3.125,3.75
1148640,7063.036628205857,29156.70615122055,0.0,0,200.0,0,3.125,3.75
1148700,6850.29318485783,29207.421715747012,0.0,0,200.0,0,3.125,3.75
1148760,6637.185672469322,29256.585008321937,0.0,0,200.0,0,3.125,3.75
1148820,6423.725416956627,29304.193416088852,0.0,0,200.0,0,3.125,3.75
1148880,6209.92376298453,29350.24440882767,0.0,0,200.0,0,3.125,3.75
1148940,5995.792073360526,29394.735539089765,0.0,0,200.0,0,3.125,3.75
1149000,5781.341728432841,29437.66444232764,0.0,0,200.0,0,3.125,3.75
1149060,5566.584125481811,29479.028837021306,0.0,0,200.0,0,3.125,3.75
1149120,5351.53067812262,29518.826524797907,0.0,0,200.0,0,3.125,3.75
1149180,5136.1928156911945,29557.055390550016,0.0,0,200.0,0,3.125,3.75
1149240,4920.581982638196,29593.71340254778,0.0,0,200.0,0,3.125,3.75
1149300,4704.709637924056,29628.798612546278,0.0,0,200.0,0,3.125,3.75
1149360,4488.5872544048125,29662.309155889976,0.0,0,200.0,0,3.125,3.75
